"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"RSV","Urbanicity","Urban","Thinking and feeling","Effectiveness",0.9055,0.310810509,2.608394413,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Have enough immunity",0.8318,0.263832304,2.590941465,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Vaccine fatigue",5.9114,3.279238108,10.42864771,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Do not trust government",7.2045,4.659647283,10.97924574,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Do not know enough about RSV or the vaccine",18.5805,14.10619648,24.07615186,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Not concerned about getting sick",13.4156,9.120540534,19.30359865,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Did not want to get with another vaccine",2.3334,1.064843245,5.036390074,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Do not trust pharmaceutical companies",7.9659,5.19652926,12.02388304,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Thinking and feeling","Vaccine is too new",14.492,9.77451118,20.95752064,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Social processes","No provider recommendation",22.1657,16.86144315,28.56532673,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Other","Other",0.1102,0.015429288,0.782137506,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","No concerns or issues","No concerns or issues",52.8758,45.60286453,60.0287083,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Effectiveness",29.3666,26.91075097,31.94851314,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Have enough immunity",21.1543,19.15484489,23.30221183,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Vaccine fatigue",15.0109,13.11305121,17.12921675,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Practical issues","Cost",2.1408,1.393382984,3.27585415,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Practical issues","Not eligible/unsure if eligible",1.1268,0.625657233,2.021216185,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Practical issues","Could not find a vaccine",0.3175,0.109581684,0.916175403,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Practical issues","Have not gotten around to it or had time",3.1888,2.382755715,4.25569252,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Side effects","Allergic/other medical reason",3.8473,2.764572092,5.330836225,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Side effects","Got sick from past vaccine or know someone who did",15.2882,13.2417074,17.5869405,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Side effects","Concerned about mild side effects",23.0581,20.86268195,25.41046313,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Side effects","Concerned about possible serious or unknown side effects",51.9898,49.04270804,54.92316266,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Do not trust government",37.824,34.87915122,40.86153694,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Not concerned about getting sick",36.3857,33.74274195,39.11341324,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Did not want to get with another vaccine",2.6293,1.902252506,3.623977206,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Do not trust pharmaceutical companies",32.49,29.95709291,35.12973811,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Vaccine is too new",28.7255,26.05166361,31.55665859,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Social processes","No provider recommendation",12.4621,10.86286429,14.25914484,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","Other","Other",2.2423,1.580740848,3.171831867,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 COVID-19 vaccine","No concerns or issues","No concerns or issues",9.8976,8.256225257,11.82332467,1761,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Practical issues","Cost",1.9629,1.252442495,3.063726241,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Practical issues","Not eligible/unsure if eligible",0.6794,0.329158878,1.396927872,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Practical issues","Could not find a vaccine",0.5024,0.236515826,1.063854571,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Practical issues","Have not gotten around to it or had time",5.4795,4.318211669,6.930360184,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Side effects","Allergic/other medical reason",4.3507,3.244660313,5.811239447,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Side effects","Got sick from past vaccine or know someone who did",14.3575,12.06226507,17.00511992,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Side effects","Concerned about mild side effects",19.2294,16.73898489,21.99239215,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Side effects","Concerned about possible serious or unknown side effects",27.1304,24.45094295,29.98688451,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Effectiveness",25.5315,22.91588915,28.33597241,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Have enough immunity",11.8783,10.04378808,13.99578873,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Vaccine fatigue",10.1481,8.382270207,12.23627586,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Do not trust government",25.7355,23.12210608,28.53467712,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Not concerned about getting sick",44.1472,40.98121772,47.36147189,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Did not want to get with another vaccine",0.7352,0.376689909,1.430066459,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Thinking and feeling","Do not trust pharmaceutical companies",27.2204,24.77223642,29.81457431,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Social processes","No provider recommendation",6.5605,5.285032045,8.117442238,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","Other","Other",1.7912,1.19922697,2.667433171,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Vaccination coverage and intent","Definitely or probably will not get a 2024-2025 flu vaccine","No concerns or issues","No concerns or issues",19.1989,16.83699481,21.80527038,1396,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Side effects","Got sick from past vaccine or know someone who did",0.9796,0.254654582,3.692102145,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Side effects","Concerned about mild side effects",17.2849,12.76760537,22.97931308,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Side effects","Concerned about possible serious or unknown side effects",41.533,34.25727856,49.19755083,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Practical issues","Cost",3.7889,1.012678727,13.16389856,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Practical issues","Not eligible/unsure if eligible",0.5518,0.13117493,2.28998559,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Practical issues","Could not find a vaccine",0.1897,0.026086334,1.366094045,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Practical issues","Have not gotten around to it or had time",2.2742,0.57289714,8.591195602,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Side effects","Allergic/other medical reason",0.4186,0.057756649,2.967032786,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Effectiveness",3.9424,2.025946348,7.532190564,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Have enough immunity",4.3771,2.387809872,7.889863064,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Vaccine fatigue",14.5404,9.601433789,21.41806531,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Do not trust government",36.4636,29.15953663,44.44916014,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Do not know enough about RSV or the vaccine",40.77,33.16238033,48.84735732,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Not concerned about getting sick",41.4139,33.45104104,49.85229932,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Did not want to get with another vaccine",4.3219,1.907041012,9.498747899,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Vaccination coverage and intent","Definitely or probably will not get an RSV vaccine","Thinking and feeling","Do not trust pharmaceutical companies",36.1681,29.02652115,43.97809915,213,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
